x,y
123.93894675068194,-312.6570942809875
1011.7197487969098,-294.8743202676949
-51.84891747259803,392.205755894258
-799.1261893708297,-607.1936666167444
-382.7574840263342,730.5183637348794
184.46961589883352,221.31901878801625
-726.5160829805093,-156.9755219929071
513.3475706183607,-310.74645477063615
-868.909002999774,-81.53947491503017
-304.7314332609223,465.6189373841872
-146.2015833338472,-643.427411600033
-613.8415103902236,-243.3723591640843
279.91931019180004,-830.6759288483638
239.9416037579889,150.742630936172
-864.0612673298598,-229.74169789897584
-137.02657807982044,872.6493915125905
93.35376183606905,2.8059298882646475
-386.75911315281803,-252.48930759653126
-210.12490271485018,-197.84179242261186
-786.0582619240455,78.1778314820305
338.40180608287665,500.89409415272746
1037.651538721007,-354.940996707656
-649.6659432218297,201.73248617089442
-807.7150218140794,-527.7176793800407
-268.1907989509555,-288.470842594154
767.0425810322727,-1054.2959163150852
-603.5979521505857,426.70136903890455
790.6476539898382,-613.7525083037998
358.9780734362419,213.1027611536774
-649.8559877510796,122.75336634760056
-289.975729664662,-52.51706714238468
-219.21496886772653,-640.3157554406955
-14.977810297023218,88.45042303569929
-612.023334376794,185.55752736524173
610.2908597123067,-239.79773391643835
-597.0037445336525,-197.7847828092101
56.84415129079553,-232.87992381741165
933.8775535849405,-243.3332207288086
-340.46636056089795,578.3788353066608
246.87757780372806,291.81067381362374
-993.304738095426,-346.87755719226595
-172.13495853044492,-333.35851044125616
-747.7344311184638,356.04977388363835
-679.3442500740254,2.676188376243416
-488.8922587214914,-24.546930584237916
-260.7328473313974,868.151149526535
-228.85729863688394,-70.90423856774127
-252.75975005965526,-153.26696805003348
-269.68389847343826,-51.03198246113059
269.27015990634146,-746.7235424678847
-71.8752519698112,-759.6485044939678
1663.9613809069463,-90.81178210973476
257.774421809807,1030.2245170085914
-752.2140739853953,-146.89649480423884
-177.38262577112903,818.5629702857151
-166.74371381137556,163.12371610039705
1323.2716431644276,10.450791055547871
-549.9093839101173,596.887109418404
269.91862690339144,627.6417500647673
-775.6228007205883,-748.9753752850124
436.22558090164017,437.02324018210953
-613.9105415323457,-48.43256685314701
278.29919943845147,-378.44235914070345
1202.5598706788148,-259.01685593204616
576.9942233356645,523.3954924735265
-590.5143801491521,-398.04539078762355
242.82297632960524,-234.0988412566436
-943.605612341155,-527.2519418140146
206.0128497497644,-528.2109687672688
1231.8836188425923,-153.96445441767057
-226.4165420229092,-514.6258537782675
-406.244571307947,413.36116720851425
-926.165804303046,-292.4771095766382
-98.0580938132453,-141.62964773948855
-56.094658155603604,-352.4558695276116
845.2605225562459,-416.05667807761097
-342.8618388766269,-913.8783419146863
-870.400510767082,-726.6759789118043
-902.0816547631097,-490.4818343594367
-448.6960621307757,265.1713228006737
514.1411687451686,-413.2636109611869
1066.009219178716,-223.14531713092617
1021.5013356810213,-562.1194889974716
214.66330270227303,-32.83394981301825
-278.050312156472,697.1091680981642
-179.72806695004383,-372.58119134623246
-267.845873401427,-21.774125151632877
-155.423200822391,918.8456526627682
1177.2280065742768,-341.503588087979
67.93491327253317,883.1727073695295
553.6213936346321,211.47066890649026
-145.8604474207061,658.6589363844951
-185.19280044765662,561.6406179114471
163.22418677731508,-229.82546563805494
-203.55927460808059,-149.56513150477647
1235.844346877753,-185.53415240691834
-658.2874669112916,592.6059903755109
-136.84416887964468,-143.03982402460858
-158.80893846520948,-448.99387145752127
-927.8576366806922,-398.9941000736321
-312.4939442583885,144.95539411185445
-41.64206505226839,721.2794111084305
-866.9439099782503,-299.957907850932
-316.0905103659004,798.2821097742845
-717.7178319734846,-33.5010957789814
-877.8955837094992,-823.1746888416551
470.58221488107,-103.39229289563622
256.6013277458651,-643.1589742245013
448.2785113764603,-416.6109886073002
-185.6966476979736,170.62013481349612
64.66675734816596,596.1781383492626
747.0397843197096,212.12991714676156
-995.7973922930064,-275.68686133614096
-781.8099437346723,-901.8962533904322
1371.064579485088,-0.27331653014851115
-161.63976658186195,827.0141142162792
-60.24506269042106,1031.4640053994187
632.7532870585618,-595.971960483093
792.2731907669611,-273.97899755794316
1371.5593703019365,-350.0514576255947
577.3142483869722,218.00749038673638
1541.6041337803401,-782.6332882035291
-341.477665926257,-499.43882140444595
-173.23013114341845,721.2143767061772
-928.7784711123871,-355.67002863121473
-209.72423058738244,-560.6242634259522
313.9742812047829,-31.107656380349603
-251.22346033187915,319.84501289420166
-923.2756519528286,-452.918340807769
-94.10110679428963,-424.3960551913919
-290.774987929104,-386.8739118904059
-78.31079714905606,594.0235938064973
-530.165046156471,-303.5590927039434
-745.992221225173,350.9003760376798
-230.6242829596587,151.90068265487463
4.884025102212091,-632.4074738089741
-347.37578654678504,-466.6686636904036
-555.9216665683693,-522.356018647107
554.8972850886129,-670.6643879645708
-238.57336865518107,537.2742853880941
-676.1017077119299,-12.486726392698499
-518.5295159158877,68.08271011370655
-275.95067140315695,658.731761922066
-248.54285523626527,118.94071145048186
-337.6883219440114,-297.9540222315519
-382.8579912598771,6.84828727525981
52.44648610736307,-644.0810650529501
-149.84096228521918,205.97426125717806
-404.21745299513685,311.8897929884545
329.8151657375469,-574.8617569760926
-330.6123663024533,151.66102822440854
297.0185013309846,222.6038107725294
-877.7262657883437,-599.6196111019743
-691.0946058547602,227.89849050977318
-64.22386335895601,708.8262355928006
154.98505920858167,-5.572152566177959
769.05835034009,-55.292806980585446
222.46932426977614,-467.7904533063545
-26.79313106388871,368.2767552163431
196.97823866274166,-52.60939376720248
-310.5167124478142,104.1865542738199
623.2701018660263,-946.3726978258354
-289.4031025398843,721.7171584200382
-421.53436103414884,254.46461856099694
612.0620575476406,657.3419868280945
121.30703024543257,-138.10282419629723
-368.72294498146874,559.0961184987119
-119.81211641831845,771.2920703207649
-674.2361735163317,-130.68749031162716
1022.795346984859,-311.74699619787
-202.33873474155817,860.2914480918278
387.04533753987425,-232.54529676727503
-18.216031723288733,906.5848033847426
-686.0363031537464,-249.1918256714947
-980.893535381412,-374.3280465789742
-324.92522863888615,-204.3697259083461
-530.0822742482834,415.6959986584033
-925.3604202345846,-580.0241694072731
373.6121976002485,0.7351635271039996
687.9996691205386,-301.1427261150277
-717.4859830016335,-357.09684883286997
254.2473488188179,441.03523973548437
559.7390981131498,-592.4203613357205
-313.9208322619375,953.040584406657
-822.2572921788023,-212.68054207920716
57.131358893916,795.3453249286946
-80.1682407950327,-103.94274474055642
635.5727588326064,-1145.3597576500035
159.5426736453965,196.20223518726235
138.28725122938894,-67.88463439685901
72.2152373843437,-716.0850398842758
-407.9109555661168,-75.14209704177901
1221.5917216988569,-138.08909386409738
-13.365837417698394,710.2014939180316
334.0375795210831,909.6559379067093
-350.1813240164758,275.28743471414236
335.4417121423975,974.0235902529572
-434.7255696450157,-511.5343842404123
-195.60497543490789,-645.6188497215325
35.17256018237236,398.95396226275716
-702.5357056556531,-120.52121904423045
-752.8140708740896,-487.74527341303764
-252.82168131716512,-315.9968704041653
180.52578685666631,100.09621662425586
-286.85782460585546,301.45667109225593
-767.0392357601687,-780.1209099318771
1100.925132562634,-377.7429544855908
198.27832523963858,230.19238392786403
-986.9736661587197,-480.7402034085223
1322.0911332610644,-674.5451167711494
278.3838103318385,-83.37923271882711
-964.9032581062739,-639.3011822669408
-594.4143096180084,307.9260861626206
389.51699429811754,-312.9945619060147
210.28709106596077,888.46783496905
298.2835454477972,-872.7286697228233
606.6695962786081,-9.24252548448021
-53.33383736738412,682.7742769602062
166.16321627466698,-87.93845457214238
244.67277764403488,-224.98818488772974
381.3441190007277,-732.3892397918926
757.7272889803363,319.3380042118808
713.3459271286838,471.7617014092227
-118.73758997271871,839.7392545897766
-10.877975149846664,87.47981646476359
293.5032721394952,-438.225542707275
-394.3471268766681,671.5731818431008
-484.5945214265362,532.2589079519975
-224.3986086852862,121.31818362135589
1054.6537756562595,-173.23205509813982
-405.41953365115774,540.093512435672
-947.9522928402716,-697.8903904009652
112.61739904711642,76.69467073575609
110.30065252392762,-146.6221747445336
895.507905608687,-129.05436064700882
228.73932439878112,-687.711663587446
-28.935176432262477,-161.55469465874285
-56.91593649012341,865.9532886965854
182.44307873858662,287.50808545007425
-10.11686829979612,-260.10387798010964
-730.372886455497,-151.82818321895851
791.971890764118,486.7043859385086
651.7422377253084,-950.1685240933407
-84.59712848711705,1120.8695191432669
942.1993068611529,-119.96705709276183
59.344483383301636,-509.60175086456076
187.47195463520478,-301.31386801899066
