x,y
210.04988975327453,-1559.659762273664
941.5843060029388,2088.9691615643187
799.0417311305569,360.2415890418695
-1919.7516199771737,616.4914957406687
-1329.3848548992864,-884.1030989792754
1080.3778618410506,300.1647725857727
-93.18345470174654,-1547.9882523394588
571.6057367456897,-1335.836353179363
1580.0862896080132,-1545.2929148606436
425.80918320200453,-1955.718226548623
-1318.4436020035093,1796.3420715245709
253.1581710323454,1784.2094776327422
-259.23608970623184,-1268.1521020800044
-1733.2864888365505,912.4370136719333
1005.458316349401,39.55736539198525
-556.1501413566925,1733.9964565470211
-1068.929333333499,-1124.8963694024944
-660.7607622163071,-1779.6702992138783
2260.5968362676012,1165.598987993104
-549.6170424586257,-700.26746335152
902.3609006867692,-1399.9979049903732
-257.97622530522176,-136.97037435029912
-1488.5873705145982,-496.2671729758626
741.994916273519,-428.3441426361166
-563.1178567028095,-429.47025905502545
-2679.8092513925317,852.9214750592001
-962.7009064922162,-861.6712887291586
-1130.012516830135,-980.4239384889911
-1335.7089017384276,1441.7755910399508
348.02355816189953,111.61536161655926
17.946698293789705,1153.60489141641
181.50609544696894,-41.6622998929854
-235.56433016025983,1731.635200754973
-2159.824988603221,-345.6592640184261
1333.1329630291889,-1357.2457041053326
-908.0715363685754,1949.7115638717275
-351.3169870320277,-1632.4703904825783
672.1869357412978,-164.3094841147809
317.6724842998994,1223.666147535643
1119.996490947063,191.08667072229542
409.23598647080155,142.0081547981268
51.573458496008236,-870.5082872689503
-236.28030489941474,-1374.006505868378
1167.368511698542,917.0583402752202
684.8589378092628,157.47452699703473
-355.0491322634832,889.8545395867957
-264.7408944548396,367.95080047328173
-303.63892333999075,-15.188138622423905
-1256.4451903713732,-1860.6431010912236
-1557.5922247529725,-1266.1202523728807
-670.9740058401192,548.3881193550395
-32.643939295111444,2326.71221790574
-877.4254851980895,-682.4155228269964
-674.7315452498552,1083.558821740217
-2436.029208844696,-498.09290088786764
-1205.639155619832,1006.8411836288128
-1732.4069417311491,-1245.5242553918722
819.5465928937092,346.10864195613976
-981.9499340576014,-1443.8354525314094
795.8728116580802,-506.7222270357637
-1949.9040623054918,-1221.2489395033556
-1701.8442325472101,-359.8598271428755
-295.4604031237267,-288.83595103060213
1339.9235029818367,-240.53890160685057
578.726874946253,-2125.653603983513
-87.82684218846428,-169.19517920199738
-1335.061630656643,108.5553995868564
-1140.6514560863525,-1409.5740583795616
572.5116061481012,1718.5028082277527
-2120.0860597750298,682.5057686727582
-199.22242384059618,-2025.768657439858
-1798.441782848921,1925.3574360375246
-746.9391730857409,1995.5250548074619
1021.3440138135137,-525.2723297044363
848.8482631944224,-109.56982118015145
762.4460609114632,-1350.674043972865
93.58432475016984,1163.6444694607471
-413.65689779505124,-649.2176798515519
1187.9501000208963,-521.8648988548829
767.3360346797427,-2238.6758051227525
-988.4226557157867,-1166.2357567549243
-1296.1689498513103,138.707333394844
1700.2850349354574,1577.8155952183326
-752.2219884797657,-1179.7189566396062
-1281.9343045998933,-266.93332197188124
-1505.0571870510964,-1702.5710163414885
931.7119848600025,-1357.3285559731032
-1011.8557792615319,1252.368106250462
-1867.4431672462129,-721.8127421429164
1259.0217787264735,321.3423679746577
-108.43353589961357,1577.5500721550857
-921.5747566524592,31.52080433007956
524.6610194030267,-481.7793494156833
385.4089580343828,1679.686958682449
1482.5427386210617,-243.09410491825759
-1043.7992819198007,-1974.4777188036487
-10.034933328625174,-12.482335898986026
1740.6000106310462,-874.8682440792436
-1340.8352980780726,571.1058117426493
-1265.1888001572568,-1483.6483345019315
-867.1904389551758,-16.898742056188464
-1468.9969528266008,1176.733459232799
888.0006091000813,-1833.8128731824534
-1551.7775262832752,-1370.7730023905167
-1658.174624984049,-575.0282610588915
-842.6373161202996,-1120.7974140222798
-1404.1680252729054,1520.9820332670351
1063.2388327752049,733.0899765738644
-814.3932508106287,-643.6068802994988
-681.7872836206461,-947.6544290265183
1162.822897724148,1144.8608239047862
1129.6933850624182,-134.64889068821637
176.76808321053005,659.552349914052
-509.3490187086348,-1200.919191664268
605.9799042107805,-750.3881041503063
104.66613548846055,-637.4163751082175
-172.0293039425809,-552.5641309202368
-1375.517616479465,-1695.4101457989232
-119.96746805108148,-805.496247223958
-1421.5669722532102,-572.7058767116905
-771.8613600176619,1821.523817157616
-62.5833871421968,-1202.4033895482528
-398.5971248533113,-516.7903994855889
-1148.810218278267,17.997205619386467
81.0599356320147,-2046.082427061696
-506.1283588079005,-330.3648069492753
-910.1838126055035,2158.7928326648234
614.7139574299432,-1603.3990033183125
2138.642013108986,-250.92527191309418
-150.95679307827712,-215.8037230632997
-1677.112018622057,-186.721022835463
1976.3117211981546,-970.5138819190433
-242.34213304533932,2099.0839778006425
-83.66315103963362,-2011.548339364421
1614.1271819597578,-451.4329863493888
1092.7948754538008,120.35708951455595
-1141.9082298391704,991.7512885171161
1469.0319283635372,577.750190415524
-1814.5522023055178,-205.92279639235113
138.81911292047369,-1783.7793756233373
-327.56425123234163,305.88320155274937
-807.1855098886505,-1645.8298927107724
-1063.4780779521707,499.5065787377979
830.9928866429631,310.6831103634883
590.8879080544192,-1444.2485117870083
274.89907345976803,-15.58289651030037
1198.1255714623003,-1143.3854579497272
-2330.738671617834,-428.41857231703636
-1112.9895269022552,956.6956187647106
-297.06948628729,467.5864921408102
-1031.0402410097138,-705.5895260186073
2174.574073726532,-516.2009324174969
-766.542223422517,-381.39556357361977
-434.68126434023543,924.7288823965117
423.45242956192914,-132.5592026825108
1384.2588237171826,-1235.2828407503682
-1667.853171079118,-721.1104322307937
-1283.837479973702,546.0174568975665
-379.60838591071564,1705.5096541126654
-61.46928188422091,-317.40236200605045
171.25696548476114,-1590.952192419457
-1687.9673145257154,395.80811036704074
-447.14761921194383,1905.7437418827915
-1445.2931564844814,-1768.2785070209095
-1195.9089734316904,-512.1444257018742
-600.7587738806335,1973.2899843084026
-848.6971167801169,-484.4180465475348
1259.9445861347167,-632.1739744928874
562.4370184738807,109.35529426554544
-556.0053843730865,-649.8262520128059
-520.8043724402039,-567.2896870690895
1648.3211873668097,-1319.8364149443346
760.0541559275118,2194.696959753704
-234.38335006820384,1438.7289569160785
697.06322316732,1039.6286216722235
281.1544604723718,-7.443834486637741
470.9269519545916,166.2360675766872
1193.7646966818206,-412.80244876946165
808.640301511339,73.23768693955431
846.1100812757967,1529.9906814353244
669.7774749429082,-14.063870834411574
609.7779725139042,1573.884151037939
-328.1544141839323,125.20075266726717
-1717.9197316478715,2106.257133694891
163.55864742895764,1041.2733356074152
-700.724383222904,-904.99942744933
1162.3529353698168,1937.7684978694813
-409.2365091111997,1644.1954946024891
2409.529354454153,-618.4273655239615
38.13263429571662,76.67723335087902
1421.8793735886438,177.85705150301212
-43.26982898642467,21.248044321347496
2306.345459085002,-12.824843444707247
-908.8562598089788,-489.1074232670056
-1466.1988450952113,1167.4652909518143
-205.594805812021,351.77801936447463
1240.3462556383267,21.897665812671505
1904.7925899295037,-591.1551640100136
-481.7691087661889,-886.0684726282077
1322.9735714311637,1519.528859748443
511.4988711281381,2531.8856289578985
-2315.0896645927205,-157.45882987505735
1039.9690116613183,566.3778490971022
369.8645413304437,7.185829143745529
801.5239350633884,337.54792648850645
-39.87016780047118,890.6046472991814
-12.701658375097322,-1564.0169663296792
-827.1440281828677,1509.7128818322042
-426.50405050906306,1187.2567557921896
-1574.747382214253,-1377.920063060069
-1414.7437190663663,-1114.0810642956772
798.7974590285442,-865.3988880523697
762.1077954332427,-2198.530508292449
740.0519500863616,-165.06567767857527
-578.2938885239413,-1438.8540242845997
-1559.5162951373425,383.4931953753099
529.7038647797809,1235.5619216458472
-272.0618285137288,1126.6043127732623
918.8956584083616,-1015.1244134984131
-736.6401618473532,1082.9979353404135
-991.4828051132145,-1505.660958498444
-963.3295051424843,1309.8749889066405
-2479.158387145181,-656.6264794048277
511.3605657579832,-1604.5440564667722
556.2426147903228,411.88934590515225
1042.1813632065966,1884.4726797399076
-885.3311612237104,654.423105887807
-137.69382766859204,-368.0938849336704
